S_No,index,Time,Date,Date2,season,yr,mnth,day,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total,https://archive.ics.uci.edu/ml/datasets/bike+sharing+dataset
3719,3625,4/6/2011 22:00,4/6/2011,155,2,0,6,4,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190,
3720,3626,4/6/2011 23:00,4/6/2011,155,2,0,6,4,23,0,6,0,2,0.64,0.6212,0.57,0,29,121,150,
3721,3627,5/6/2011 0:00,5/6/2011,156,2,0,6,5,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113,
3722,3628,5/6/2011 1:00,5/6/2011,156,2,0,6,5,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96,
3723,3629,5/6/2011 2:00,5/6/2011,156,2,0,6,5,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64,
3724,3630,5/6/2011 3:00,5/6/2011,156,2,0,6,5,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47,
3725,3631,5/6/2011 4:00,5/6/2011,156,2,0,6,5,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,8,12,
3726,3632,5/6/2011 5:00,5/6/2011,156,2,0,6,5,5,0,0,0,2,0.62,0.6061,0.61,0.1343,1,5,6,
3727,3633,5/6/2011 6:00,5/6/2011,156,2,0,6,5,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10,11,21,
3728,3634,5/6/2011 7:00,5/6/2011,156,2,0,6,5,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27,
3729,3635,5/6/2011 8:00,5/6/2011,156,2,0,6,5,8,0,0,0,2,0.6,0.5909,0.73,0.2537,24,74,98,
3730,3636,5/6/2011 9:00,5/6/2011,156,2,0,6,5,9,0,0,0,2,0.6,0.5758,0.78,0.194,53,111,164,
3731,3637,5/6/2011 10:00,5/6/2011,156,2,0,6,5,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251,
3732,3638,5/6/2011 11:00,5/6/2011,156,2,0,6,5,11,0,0,0,2,0.64,0.6061,0.69,0.1045,121,214,335,
3733,3639,5/6/2011 12:00,5/6/2011,156,2,0,6,5,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335,
3734,3640,5/6/2011 13:00,5/6/2011,156,2,0,6,5,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367,
3735,3641,5/6/2011 14:00,5/6/2011,156,2,0,6,5,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385,
3736,3642,5/6/2011 15:00,5/6/2011,156,2,0,6,5,15,0,0,0,1,0.7,0.6515,0.54,0,161,256,417,
3737,3643,5/6/2011 16:00,5/6/2011,156,2,0,6,5,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398,
3738,3644,5/6/2011 17:00,5/6/2011,156,2,0,6,5,17,0,0,0,1,0.74,0.6667,0.51,0,126,264,390,
3739,3645,5/6/2011 18:00,5/6/2011,156,2,0,6,5,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363,
3740,3646,5/6/2011 19:00,5/6/2011,156,2,0,6,5,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357,
3741,3647,5/6/2011 20:00,5/6/2011,156,2,0,6,5,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279,
3742,3648,5/6/2011 21:00,5/6/2011,156,2,0,6,5,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165,
3743,3649,5/6/2011 22:00,5/6/2011,156,2,0,6,5,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130,
3744,3650,5/6/2011 23:00,5/6/2011,156,2,0,6,5,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86,
3745,3651,6/6/2011 0:00,6/6/2011,157,2,0,6,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18,29,
3746,3652,6/6/2011 1:00,6/6/2011,157,2,0,6,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14,
3747,3653,6/6/2011 2:00,6/6/2011,157,2,0,6,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4,8,
3748,3654,6/6/2011 3:00,6/6/2011,157,2,0,6,6,3,0,1,1,1,0.58,0.5455,0.88,0,2,3,5,
3749,3655,6/6/2011 4:00,6/6/2011,157,2,0,6,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8,
3750,3656,6/6/2011 5:00,6/6/2011,157,2,0,6,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24,31,
3751,3657,6/6/2011 6:00,6/6/2011,157,2,0,6,6,6,0,1,1,1,0.58,0.5455,0.88,0,11,101,112,
3752,3658,6/6/2011 7:00,6/6/2011,157,2,0,6,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299,
3753,3659,6/6/2011 8:00,6/6/2011,157,2,0,6,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438,
3754,3660,6/6/2011 9:00,6/6/2011,157,2,0,6,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188,
3755,3661,6/6/2011 10:00,6/6/2011,157,2,0,6,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95,
3756,3662,6/6/2011 11:00,6/6/2011,157,2,0,6,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111,
3757,3663,6/6/2011 12:00,6/6/2011,157,2,0,6,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153,
3758,3664,6/6/2011 13:00,6/6/2011,157,2,0,6,6,13,0,1,1,1,0.78,0.6818,0.35,0,28,152,180,
3759,3665,6/6/2011 14:00,6/6/2011,157,2,0,6,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145,
3760,3666,6/6/2011 15:00,6/6/2011,157,2,0,6,6,15,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165,
3761,3667,6/6/2011 16:00,6/6/2011,157,2,0,6,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267,
3762,3668,6/6/2011 17:00,6/6/2011,157,2,0,6,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579,
3763,3669,6/6/2011 18:00,6/6/2011,157,2,0,6,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556,
3764,3670,6/6/2011 19:00,6/6/2011,157,2,0,6,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407,
3765,3671,6/6/2011 20:00,6/6/2011,157,2,0,6,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336,
3766,3672,6/6/2011 21:00,6/6/2011,157,2,0,6,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189,
3767,3673,6/6/2011 22:00,6/6/2011,157,2,0,6,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173,
3768,3674,6/6/2011 23:00,6/6/2011,157,2,0,6,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55,60,
3769,3675,7/6/2011 0:00,7/6/2011,158,2,0,6,7,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15,20,
3770,3676,7/6/2011 1:00,7/6/2011,158,2,0,6,7,1,0,2,1,1,0.62,0.6061,0.69,0.1343,2,2,4,
3771,3677,7/6/2011 2:00,7/6/2011,158,2,0,6,7,2,0,2,1,1,0.6,0.5909,0.73,0.0896,3,2,5,
3772,3678,7/6/2011 3:00,7/6/2011,158,2,0,6,7,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2,
3773,3679,7/6/2011 4:00,7/6/2011,158,2,0,6,7,4,0,2,1,1,0.58,0.5455,0.83,0.1343,2,3,5,
3774,3680,7/6/2011 5:00,7/6/2011,158,2,0,6,7,5,0,2,1,1,0.58,0.5455,0.88,0.1642,2,30,32,
3775,3681,7/6/2011 6:00,7/6/2011,158,2,0,6,7,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10,116,126,
3776,3682,7/6/2011 7:00,7/6/2011,158,2,0,6,7,7,0,2,1,2,0.64,0.6061,0.69,0.194,23,311,334,
3777,3683,7/6/2011 8:00,7/6/2011,158,2,0,6,7,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432,477,
3778,3684,7/6/2011 9:00,7/6/2011,158,2,0,6,7,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190,217,
3779,3685,7/6/2011 10:00,7/6/2011,158,2,0,6,7,10,0,2,1,2,0.76,0.6818,0.48,0.194,37,86,123,
3780,3686,7/6/2011 11:00,7/6/2011,158,2,0,6,7,11,0,2,1,2,0.76,0.697,0.52,0.2537,38,113,151,
3781,3687,7/6/2011 12:00,7/6/2011,158,2,0,6,7,12,0,2,1,2,0.8,0.7273,0.46,0.2836,42,141,183,
3782,3688,7/6/2011 13:00,7/6/2011,158,2,0,6,7,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196,
3783,3689,7/6/2011 14:00,7/6/2011,158,2,0,6,7,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,146,
3784,3690,7/6/2011 15:00,7/6/2011,158,2,0,6,7,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127,183,
3785,3691,7/6/2011 16:00,7/6/2011,158,2,0,6,7,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308,
3786,3692,7/6/2011 17:00,7/6/2011,158,2,0,6,7,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539,
3787,3693,7/6/2011 18:00,7/6/2011,158,2,0,6,7,18,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551,
3788,3694,7/6/2011 19:00,7/6/2011,158,2,0,6,7,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424,
3789,3695,7/6/2011 20:00,7/6/2011,158,2,0,6,7,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346,
3790,3696,7/6/2011 21:00,7/6/2011,158,2,0,6,7,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218,
3791,3697,7/6/2011 22:00,7/6/2011,158,2,0,6,7,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153,
3792,3698,7/6/2011 23:00,7/6/2011,158,2,0,6,7,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72,90,
3793,3699,8/6/2011 0:00,8/6/2011,159,2,0,6,8,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29,41,
3794,3700,8/6/2011 1:00,8/6/2011,159,2,0,6,8,1,0,3,1,1,0.66,0.6061,0.78,0,3,20,23,
3795,3701,8/6/2011 2:00,8/6/2011,159,2,0,6,8,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7,7,
3796,3702,8/6/2011 3:00,8/6/2011,159,2,0,6,8,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3,
3797,3703,8/6/2011 4:00,8/6/2011,159,2,0,6,8,4,0,3,1,1,0.62,0.5758,0.83,0,0,6,6,
3798,3704,8/6/2011 5:00,8/6/2011,159,2,0,6,8,5,0,3,1,1,0.62,0.5606,0.88,0,0,21,21,
3799,3705,8/6/2011 6:00,8/6/2011,159,2,0,6,8,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116,
3800,3706,8/6/2011 7:00,8/6/2011,159,2,0,6,8,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353,
3801,3707,8/6/2011 8:00,8/6/2011,159,2,0,6,8,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481,
3802,3708,8/6/2011 9:00,8/6/2011,159,2,0,6,8,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202,
3803,3709,8/6/2011 10:00,8/6/2011,159,2,0,6,8,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90,
3804,3710,8/6/2011 11:00,8/6/2011,159,2,0,6,8,11,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134,
3805,3711,8/6/2011 12:00,8/6/2011,159,2,0,6,8,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149,
3806,3712,8/6/2011 13:00,8/6/2011,159,2,0,6,8,13,0,3,1,1,0.9,0.8485,0.42,0,20,116,136,
3807,3713,8/6/2011 14:00,8/6/2011,159,2,0,6,8,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155,
3808,3714,8/6/2011 15:00,8/6/2011,159,2,0,6,8,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100,128,
3809,3715,8/6/2011 16:00,8/6/2011,159,2,0,6,8,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233,
3810,3716,8/6/2011 17:00,8/6/2011,159,2,0,6,8,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,506,
3811,3717,8/6/2011 18:00,8/6/2011,159,2,0,6,8,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459,
3812,3718,8/6/2011 19:00,8/6/2011,159,2,0,6,8,19,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384,
3813,3719,8/6/2011 20:00,8/6/2011,159,2,0,6,8,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280,
3814,3720,8/6/2011 21:00,8/6/2011,159,2,0,6,8,21,0,3,1,1,0.8,0.803,0.66,0.1343,34,168,202,
3815,3721,8/6/2011 22:00,8/6/2011,159,2,0,6,8,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139,176,
3816,3722,8/6/2011 23:00,8/6/2011,159,2,0,6,8,23,0,3,1,1,0.76,0.7424,0.75,0.194,18,98,116,
3817,3723,9/6/2011 0:00,9/6/2011,160,2,0,6,9,0,0,4,1,2,0.74,0.7121,0.79,0.1343,7,40,47,
3818,3724,9/6/2011 1:00,9/6/2011,160,2,0,6,9,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,16,
3819,3725,9/6/2011 2:00,9/6/2011,160,2,0,6,9,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6,6,
3820,3726,9/6/2011 3:00,9/6/2011,160,2,0,6,9,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,2,
3821,3727,9/6/2011 4:00,9/6/2011,160,2,0,6,9,4,0,4,1,2,0.72,0.697,0.79,0.0896,2,4,6,
3822,3728,9/6/2011 5:00,9/6/2011,160,2,0,6,9,5,0,4,1,2,0.7,0.6667,0.84,0,1,19,20,
3823,3729,9/6/2011 6:00,9/6/2011,160,2,0,6,9,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13,105,118,
3824,3730,9/6/2011 7:00,9/6/2011,160,2,0,6,9,7,0,4,1,2,0.72,0.697,0.79,0.1343,31,283,314,
3825,3731,9/6/2011 8:00,9/6/2011,160,2,0,6,9,8,0,4,1,2,0.76,0.7273,0.7,0.1045,32,400,432,
3826,3732,9/6/2011 9:00,9/6/2011,160,2,0,6,9,9,0,4,1,1,0.84,0.7879,0.49,0,20,148,168,
3827,3733,9/6/2011 10:00,9/6/2011,160,2,0,6,9,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74,94,
3828,3734,9/6/2011 11:00,9/6/2011,160,2,0,6,9,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82,118,
3829,3735,9/6/2011 12:00,9/6/2011,160,2,0,6,9,12,0,4,1,1,0.92,0.8485,0.35,0.194,40,100,140,
3830,3736,9/6/2011 13:00,9/6/2011,160,2,0,6,9,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118,136,
3831,3737,9/6/2011 14:00,9/6/2011,160,2,0,6,9,14,0,4,1,1,0.92,0.8788,0.4,0.194,25,93,118,
3832,3738,9/6/2011 15:00,9/6/2011,160,2,0,6,9,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86,104,
3833,3739,9/6/2011 16:00,9/6/2011,160,2,0,6,9,16,0,4,1,1,0.92,0.8333,0.33,0.1343,30,170,200,
3834,3740,9/6/2011 17:00,9/6/2011,160,2,0,6,9,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355,409,
3835,3741,9/6/2011 18:00,9/6/2011,160,2,0,6,9,18,0,4,1,1,0.88,0.803,0.39,0.2836,52,414,466,
3836,3742,9/6/2011 19:00,9/6/2011,160,2,0,6,9,19,0,4,1,2,0.84,0.7424,0.39,0.3284,55,271,326,
3837,3743,9/6/2011 20:00,9/6/2011,160,2,0,6,9,20,0,4,1,2,0.8,0.7273,0.43,0.194,40,214,254,
3838,3744,9/6/2011 21:00,9/6/2011,160,2,0,6,9,21,0,4,1,3,0.76,0.697,0.52,0,29,142,171,
3839,3745,9/6/2011 22:00,9/6/2011,160,2,0,6,9,22,0,4,1,2,0.74,0.6818,0.58,0.1642,22,131,153,
3840,3746,9/6/2011 23:00,9/6/2011,160,2,0,6,9,23,0,4,1,2,0.74,0.697,0.57,0.1642,15,82,97,
3841,3747,10/6/2011 0:00,10/6/2011,161,2,0,6,10,0,0,5,1,3,0.7,0.6515,0.65,0.2239,8,61,69,
3842,3748,10/6/2011 1:00,10/6/2011,161,2,0,6,10,1,0,5,1,3,0.7,0.6515,0.65,0.2239,5,18,23,
3843,3749,10/6/2011 2:00,10/6/2011,161,2,0,6,10,2,0,5,1,1,0.68,0.6364,0.69,0.1642,6,7,13,
3844,3750,10/6/2011 3:00,10/6/2011,161,2,0,6,10,3,0,5,1,1,0.68,0.6364,0.69,0.1642,3,3,6,
3845,3751,10/6/2011 4:00,10/6/2011,161,2,0,6,10,4,0,5,1,1,0.66,0.6061,0.78,0.1642,0,4,4,
3846,3752,10/6/2011 5:00,10/6/2011,161,2,0,6,10,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0,28,28,
3847,3753,10/6/2011 6:00,10/6/2011,161,2,0,6,10,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10,94,104,
3848,3754,10/6/2011 7:00,10/6/2011,161,2,0,6,10,7,0,5,1,1,0.72,0.6818,0.66,0.1045,25,242,267,
3849,3755,10/6/2011 8:00,10/6/2011,161,2,0,6,10,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423,452,
3850,3756,10/6/2011 9:00,10/6/2011,161,2,0,6,10,9,0,5,1,1,0.76,0.697,0.55,0,37,176,213,
3851,3757,10/6/2011 10:00,10/6/2011,161,2,0,6,10,10,0,5,1,1,0.78,0.7121,0.52,0,23,88,111,
3852,3758,10/6/2011 11:00,10/6/2011,161,2,0,6,10,11,0,5,1,1,0.82,0.7576,0.46,0,46,107,153,
3853,3759,10/6/2011 12:00,10/6/2011,161,2,0,6,10,12,0,5,1,1,0.84,0.7576,0.44,0.1343,40,167,207,
3854,3760,10/6/2011 13:00,10/6/2011,161,2,0,6,10,13,0,5,1,1,0.84,0.7576,0.44,0.1045,40,149,189,
3855,3761,10/6/2011 14:00,10/6/2011,161,2,0,6,10,14,0,5,1,1,0.86,0.7727,0.39,0,44,121,165,
3856,3762,10/6/2011 15:00,10/6/2011,161,2,0,6,10,15,0,5,1,1,0.84,0.7576,0.44,0.1045,49,163,212,
3857,3763,10/6/2011 16:00,10/6/2011,161,2,0,6,10,16,0,5,1,1,0.82,0.7879,0.56,0.2985,46,239,285,
3858,3764,10/6/2011 17:00,10/6/2011,161,2,0,6,10,17,0,5,1,1,0.82,0.7727,0.52,0.2239,63,454,517,
3859,3765,10/6/2011 18:00,10/6/2011,161,2,0,6,10,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,463,
3860,3766,10/6/2011 19:00,10/6/2011,161,2,0,6,10,19,0,5,1,1,0.78,0.7424,0.59,0.194,61,245,306,
3861,3767,10/6/2011 20:00,10/6/2011,161,2,0,6,10,20,0,5,1,1,0.76,0.7121,0.62,0.1045,53,197,250,
3862,3768,10/6/2011 21:00,10/6/2011,161,2,0,6,10,21,0,5,1,1,0.76,0.7273,0.66,0.1343,55,163,218,
3863,3769,10/6/2011 22:00,10/6/2011,161,2,0,6,10,22,0,5,1,1,0.72,0.697,0.74,0.2537,40,145,185,
3864,3770,10/6/2011 23:00,10/6/2011,161,2,0,6,10,23,0,5,1,1,0.72,0.697,0.74,0.1642,36,110,146,
3865,3771,11/6/2011 0:00,11/6/2011,162,2,0,6,11,0,0,6,0,1,0.7,0.6667,0.79,0.1343,28,89,117,
3866,3772,11/6/2011 1:00,11/6/2011,162,2,0,6,11,1,0,6,0,1,0.7,0.6667,0.79,0.0896,10,67,77,
3867,3773,11/6/2011 2:00,11/6/2011,162,2,0,6,11,2,0,6,0,1,0.7,0.6667,0.79,0.1045,10,50,60,
3868,3774,11/6/2011 3:00,11/6/2011,162,2,0,6,11,3,0,6,0,1,0.68,0.6364,0.83,0.0896,10,18,28,
3869,3775,11/6/2011 4:00,11/6/2011,162,2,0,6,11,4,0,6,0,1,0.68,0.6364,0.79,0.0896,4,9,13,
3870,3776,11/6/2011 5:00,11/6/2011,162,2,0,6,11,5,0,6,0,1,0.68,0.6364,0.74,0.1343,4,12,16,
3871,3777,11/6/2011 6:00,11/6/2011,162,2,0,6,11,6,0,6,0,1,0.7,0.6515,0.61,0.1343,9,31,40,
3872,3778,11/6/2011 7:00,11/6/2011,162,2,0,6,11,7,0,6,0,1,0.72,0.6667,0.58,0.194,18,50,68,
3873,3779,11/6/2011 8:00,11/6/2011,162,2,0,6,11,8,0,6,0,1,0.74,0.6818,0.58,0.194,32,111,143,
3874,3780,11/6/2011 9:00,11/6/2011,162,2,0,6,11,9,0,6,0,1,0.74,0.6818,0.62,0.1343,59,171,230,
3875,3781,11/6/2011 10:00,11/6/2011,162,2,0,6,11,10,0,6,0,1,0.74,0.6818,0.58,0.1642,91,173,264,
3876,3782,11/6/2011 11:00,11/6/2011,162,2,0,6,11,11,0,6,0,1,0.76,0.7121,0.62,0.1343,110,215,325,
3877,3783,11/6/2011 12:00,11/6/2011,162,2,0,6,11,12,0,6,0,1,0.8,0.7576,0.55,0.2239,112,235,347,
3878,3784,11/6/2011 13:00,11/6/2011,162,2,0,6,11,13,0,6,0,1,0.8,0.7576,0.55,0.194,150,237,387,
3879,3785,11/6/2011 14:00,11/6/2011,162,2,0,6,11,14,0,6,0,1,0.82,0.7727,0.49,0.1045,148,232,380,
3880,3786,11/6/2011 15:00,11/6/2011,162,2,0,6,11,15,0,6,0,1,0.82,0.7727,0.49,0.1045,142,232,374,
3881,3787,11/6/2011 16:00,11/6/2011,162,2,0,6,11,16,0,6,0,2,0.8,0.7273,0.46,0.194,169,225,394,
3882,3788,11/6/2011 17:00,11/6/2011,162,2,0,6,11,17,0,6,0,2,0.74,0.6818,0.58,0.1642,147,190,337,
3883,3789,11/6/2011 18:00,11/6/2011,162,2,0,6,11,18,0,6,0,2,0.72,0.6818,0.62,0.1343,131,155,286,
3884,3790,11/6/2011 19:00,11/6/2011,162,2,0,6,11,19,0,6,0,1,0.7,0.6515,0.65,0.194,97,167,264,
3885,3791,11/6/2011 20:00,11/6/2011,162,2,0,6,11,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180,275,
3886,3792,11/6/2011 21:00,11/6/2011,162,2,0,6,11,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144,220,
3887,3793,11/6/2011 22:00,11/6/2011,162,2,0,6,11,22,0,6,0,1,0.66,0.6061,0.78,0.2239,53,137,190,
3888,3794,11/6/2011 23:00,11/6/2011,162,2,0,6,11,23,0,6,0,1,0.66,0.6212,0.74,0.1045,24,107,131,
3889,3795,12/6/2011 0:00,12/6/2011,163,2,0,6,12,0,0,0,0,1,0.66,0.6061,0.78,0.2239,19,100,119,
3890,3796,12/6/2011 1:00,12/6/2011,163,2,0,6,12,1,0,0,0,1,0.64,0.5758,0.83,0.1045,19,74,93,
3891,3797,12/6/2011 2:00,12/6/2011,163,2,0,6,12,2,0,0,0,1,0.64,0.5758,0.89,0.2537,9,57,66,
3892,3798,12/6/2011 3:00,12/6/2011,163,2,0,6,12,3,0,0,0,1,0.64,0.5758,0.89,0.2836,8,20,28,
3893,3799,12/6/2011 4:00,12/6/2011,163,2,0,6,12,4,0,0,0,1,0.62,0.5606,0.88,0.1642,8,6,14,
3894,3800,12/6/2011 5:00,12/6/2011,163,2,0,6,12,5,0,0,0,1,0.62,0.5606,0.88,0.2239,5,5,10,
3895,3801,12/6/2011 6:00,12/6/2011,163,2,0,6,12,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5,9,14,
3896,3802,12/6/2011 7:00,12/6/2011,163,2,0,6,12,7,0,0,0,1,0.64,0.5909,0.78,0.1045,7,27,34,
3897,3803,12/6/2011 8:00,12/6/2011,163,2,0,6,12,8,0,0,0,1,0.7,0.6667,0.74,0,28,64,92,
3898,3804,12/6/2011 9:00,12/6/2011,163,2,0,6,12,9,0,0,0,1,0.72,0.6818,0.66,0,75,107,182,
3899,3805,12/6/2011 10:00,12/6/2011,163,2,0,6,12,10,0,0,0,1,0.76,0.7121,0.58,0.0896,120,191,311,
3900,3806,12/6/2011 11:00,12/6/2011,163,2,0,6,12,11,0,0,0,1,0.78,0.7273,0.55,0.1045,131,236,367,
3901,3807,12/6/2011 12:00,12/6/2011,163,2,0,6,12,12,0,0,0,1,0.82,0.7576,0.46,0,176,244,420,
3902,3808,12/6/2011 13:00,12/6/2011,163,2,0,6,12,13,0,0,0,1,0.78,0.7424,0.59,0.2836,109,264,373,
3903,3809,12/6/2011 14:00,12/6/2011,163,2,0,6,12,14,0,0,0,1,0.82,0.7879,0.56,0.2537,96,219,315,
3904,3810,12/6/2011 15:00,12/6/2011,163,2,0,6,12,15,0,0,0,1,0.8,0.7727,0.59,0.2985,142,218,360,
3905,3811,12/6/2011 16:00,12/6/2011,163,2,0,6,12,16,0,0,0,3,0.68,0.6364,0.83,0.2836,115,235,350,
3906,3812,12/6/2011 17:00,12/6/2011,163,2,0,6,12,17,0,0,0,3,0.68,0.6364,0.83,0.2836,94,158,252,
3907,3813,12/6/2011 18:00,12/6/2011,163,2,0,6,12,18,0,0,0,1,0.7,0.6667,0.74,0.1642,69,187,256,
3908,3814,12/6/2011 19:00,12/6/2011,163,2,0,6,12,19,0,0,0,1,0.7,0.6667,0.74,0.1045,67,156,223,
3909,3815,12/6/2011 20:00,12/6/2011,163,2,0,6,12,20,0,0,0,1,0.66,0.6061,0.83,0.1642,62,144,206,
3910,3816,12/6/2011 21:00,12/6/2011,163,2,0,6,12,21,0,0,0,1,0.66,0.6061,0.83,0.1045,39,101,140,
3911,3817,12/6/2011 22:00,12/6/2011,163,2,0,6,12,22,0,0,0,1,0.64,0.5758,0.83,0.1343,31,97,128,
3912,3818,12/6/2011 23:00,12/6/2011,163,2,0,6,12,23,0,0,0,1,0.64,0.5909,0.78,0.194,33,74,107,
3913,3819,13/6/2011 0:00,13/6/2011,164,2,0,6,13,0,0,1,1,1,0.64,0.5909,0.78,0.1343,8,20,28,
3914,3820,13/6/2011 1:00,13/6/2011,164,2,0,6,13,1,0,1,1,1,0.64,0.6061,0.73,0.2239,6,10,16,
3915,3821,13/6/2011 2:00,13/6/2011,164,2,0,6,13,2,0,1,1,1,0.62,0.5909,0.73,0.2836,2,8,10,
3916,3822,13/6/2011 3:00,13/6/2011,164,2,0,6,13,3,0,1,1,1,0.6,0.6061,0.6,0.4925,1,6,7,
3917,3823,13/6/2011 4:00,13/6/2011,164,2,0,6,13,4,0,1,1,1,0.56,0.5303,0.64,0.2985,1,3,4,
3918,3824,13/6/2011 5:00,13/6/2011,164,2,0,6,13,5,0,1,1,1,0.54,0.5152,0.64,0.3881,2,27,29,
3919,3825,13/6/2011 6:00,13/6/2011,164,2,0,6,13,6,0,1,1,1,0.54,0.5152,0.64,0.4179,7,98,105,
3920,3826,13/6/2011 7:00,13/6/2011,164,2,0,6,13,7,0,1,1,1,0.56,0.5303,0.56,0.3582,26,302,328,
